Mornay parut ſurpris, & ne fut point touché. 	Mornay parut surpris, et ne fut point touché.
Dieu maitre de ſes dons, de luy s’étoit caché. 	Dieu maître de ses dons, de lui s'était caché.
Vainement ſur la terre il eut le nom de ſage. 	Vainement sur la terre il eut le nom de sage.
Au milieu des vertus l’erreur fut ſon partage. 	Au milieu des vertus l'erreur fut son partage.
Tandis que le vieillard inſtruit par le ſeigneur, Entretenoit le prince, & parloit à ſon cœur, Les vents impetueux à ſa voix s’appaisêrent, Le ſoleil reparut, les ondes ſe calmêrent. 	Tandis que le vieillard instruit par le seigneur, Entretenait le prince, et parlait à son cœur, Les vents impétueux à sa voix s'apaisèrent, Le soleil reparut, les ondes se calmèrent.
Bientot jusqu’au rivage il conduiſit Bourbon. 	Bientôt jusqu'au rivage il conduisit Bourbon.
Le Heros part, & vole aux plaines d'Albion. 	Le Héros part, et vole aux plaines d'Albion.
En voiant, l'Angleterre, en ſecret il admire Le changement heureux de ce puiſſant empire, Où l'eternel abus de tant de ſages loix, Fit longtemps le malheur & du peuple, & des rois. 	En voyant, l'Angleterre, en secret il admire Le changement heureux de ce puissant empire, Où l'éternel abus de tant de sages lois, Fit longtemps le malheur et du peuple, et des rois.
Sur ce ſanglant theatre où cent heros perirent, Sur ce trone gliſſant dont cent rois deſcendirent, Une femme à ſes pieds enchainant les revers, De l’eclat de ſon regne ètonnoit l’univers. 	Sur ce sanglant théâtre où cent héros périrent, Sur ce trône glissant dont cent rois descendirent, Une femme à ses pieds enchaînant les revers, De l'éclat de son règne étonnait l'univers.
C’étoit Eliſabeth, elle dont la prudence De l'Europe a ſon choix fit pencher la ballance, 	C'était Elisabeth, elle dont la prudence De l'Europe a son choix fit pencher la balance, 
Et fit aimer ſon joug a l'anglois indompté, Qui ne peut ni ſervir, ni vivre en liberté. 	Et fit aimer son joug a l'anglais indompté, Qui ne peut ni servir, ni vivre en liberté.
Ses peuples ſous ſon regne ont oublié leurs pertes. 	Ses peuples sous son règne ont oublié leurs pertes.
De leurs nombreux troupaux leurs plaines ſont couvertes, Les guerets de leurs bléds, les mers de leurs vaiſſaux. 	De leurs nombreux troupeaux leurs plaines sont couvertes, Les guérets de leurs blés, les mers de leurs vaisseaux.
Ils ſont craints ſur la terre, ils ſont rois ſur les eaux. 	Ils sont craints sur la terre, ils sont rois sur les eaux.
Leur flotte imperieuſe aſſerviſſant neptune, Des bouts de l’univers appelle la fortune. 	Leur flotte impérieuse asservissant neptune, Des bouts de l'univers appelle la fortune.
Londres jadis barbare eſt le centre des arts, Le magazin du monde, & l'azile de mars. 	Londres jadis barbare est le centre des arts, Le magasin du monde, et l'asile de mars.
Aux murs de Weſminſter on voit paroitre enſemble Trois pouvoirs étonnez du nœud qui les raſſemble, Les députez du peuple, & les grands, & le roy, Diviſez d'intereſt, réunis par la loy, Tout trois membres ſacrez de ce corps invincible, Dangereux à luy même, à ſes voiſins terrible. 	Aux murs de Westminster on voit paraître ensemble Trois pouvoirs étonnés du nœud qui les rassemble, Les députés du peuple, et les grands, et le roi, Divisés d'intérêt, réunis par la loi, Tout trois membres sacrés de ce corps invincible, Dangereux à lui-même, à ses voisins terrible.
Heureux, lors que le peuple inſtruit dans ſon devoir, Reſpecte autant qu'il doit, le ſouverain pouvoir, Plus heureux, lors qu'un roy, doux, juſte, & politique, Reſpecte autant qu'il doit, la liberté publique. 	Heureux, lors que le peuple instruit dans son devoir, Respecte autant qu'il doit, le souverain pouvoir, Plus heureux, lors qu'un roi, doux, juste, et politique, Respecte autant qu'il doit, la liberté publique.
Ah s’écria Bourbon, quand pourront les François Voir d’un regne auſſi beau fleurir les juſtes loix !	Ah s'écria Bourbon, quand pourront les François Voir d'un règne aussi beau fleurir les justes lois!
Quel exemple pour vous, monarques de la terre !	Quel exemple pour vous, monarques de la terre!
Une femme a fermé les portes de la guerre, 	Une femme a fermé les portes de la guerre, 
Et renvoyant chez vous la diſcorde & l’horreur, D'un peuple qui l'adore, elle a fait le bonheur. 	Et renvoyant chez vous la discorde et l'horreur, D'un peuple qui l'adore, elle a fait le bonheur.
Cependant il arrive à cette ville immenſe, Où la liberté ſeule entretient l’abondance. 	Cependant il arrive à cette ville immense, Où la liberté seule entretient l'abondance.
Du vainqueur des Anglois il aperçoit la tour. 	Du vainqueur des Anglais il aperçoit la tour.
Non loin, d'Eliſabeth eſt l'auguſte ſejour. 	Non loin, d'Elisabeth est l'auguste séjour.
Suivi de Mornay ſeul il va trouver la Reine, Sans apareil, ſans bruit, ſans cette pompe vaine, Dont les grands, quels qu’ils ſoient, en ſecret ſont épris;	Suivi de Mornay seul il va trouver la Reine, Sans appareil, sans bruit, sans cette pompe vaine, Dont les grands, quels qu'ils soient, en secret sont épris;
Mais que le vray heros regarde avec mépris. 	Mais que le vrai héros regarde avec mépris.
Il parle;	Il parle;
ſa franchiſe eſt ſa ſeule eloquence. 	sa franchise est sa seule éloquence.
Il expoſe en ſecret les beſoins de la France, 	Il expose en secret les besoins de la France, 
Et juſqu’à la priere humiliant ſon cœur, Dans ſes ſoumiſſions decouvre ſa grandeur. 	Et jusqu'à la prière humiliant son cœur, Dans ses soumissions découvre sa grandeur.
Quoy vous ſervez. 	Quoi vous servez.
Valois ?	Valois?
dit la Reine ſurpriſe, C’eſt lui, qui vous envoye au bord de la Tamiſe ?	dit la Reine surprise, C'est lui, qui vous envoie au bord de la Tamise?
