Ils marchoient l’eſpée à la main droite,	Ils marchaient l’épée à la main droite,
& le bouclier à la gauche;	et le bouclier à la gauche;
dont ils eurent plus de beſoin de ſe ſervir pour repouſſer les charbons ardants qui tomboient de toutes parts ſur leurs teſtes;	dont ils eurent plus de besoin de se servir pour repousser les charbons ardents qui tombaient de toutes parts sur leurs têtes;
que pour recevoir les traits de leurs Ennemis.	que pour recevoir les traits de leurs Ennemis.
Ce n’eſt pas que d’abord l’arrivée d’Artamene ne redoublaſt les cris	Ce n’est pas que d’abord l’arrivée d’Artamène ne redoublât les cris
& l’eſtonnement, parmy ce qui reſtoit de perſonnes vivantes dans cette Ville:	et l’étonnement, parmi ce qui restait de personnes vivantes dans cette Ville:
& que ce Heros n’en viſt pluſieurs, qui eſtans occupez à eſteindre le feu de leurs propres logemens, ou à ſauver leurs familles;	et que ce Héros n’en vît plusieurs, qui étant occupés à éteindre le feu de leurs propres logements, ou à sauver leurs familles;
quittoient cét office charitable, pour taſcher de ſe raſſembler,	quittaient cet office charitable, pour tâcher de se rassembler,
& de faire quelque reſistance.	et de faire quelque résistance.
Mais ils ne trouvoient dans ce grand deſordre, ny armes, ny Chefs, ny compagnons capables de s’oppoſer à ſon paſſage.	Mais ils ne trouvaient dans ce grand désordre, ni armes, ni Chefs, ni compagnons capables de s’opposer à son passage.
L’on voyoit en un lieu des gens qui abatoient leurs propres maiſons, pour ſauver celles de leurs voiſins:	L’on voyait en un lieu des gens qui abattaient leurs propres maisons, pour sauver celles de leurs voisins:
l’on en voyoit d’autres qui jettoient ce qu’ils avoient de plus precieux par les feneſtres, pour taſcher d’en ſauver au moins quelque choſe:	l’on en voyait d’autres qui jetaient ce qu’ils avaient de plus précieux par les fenêtres, pour tâcher d’en sauver au moins quelque chose:
l’on voyoit des Meres, qui ſans ſe ſoucier ny de meubles, ny de maiſons, s’enfuyoient les cheveux deſja à demy bruſlez, avec leurs enfans ſeulement entre les bras:	l’on voyait des Mères, qui sans se soucier ni de meubles, ni de maisons, s’enfuyaient les cheveux déjà à demi brûlés, avec leurs enfants seulement entre les bras:
Enfin l’on voyoit des choſes ſi pitoyables	Enfin l’on voyait des choses si pitoyables
& ſi terribles tout enſemble;	et si terribles tout ensemble;
que ſi Artamene n’euſt pas eſté emporté comme il l’eſtoit, par une paſſion violente;	que si Artamène n’eût pas été emporté comme il l’était, par une passion violente;
il ſe fuſt arreſté à chaque pas pour les ſecourir, tant ils eſtoient dignes de compaſſion,	il se fût arrêté à chaque pas pour les secourir, tant ils étaient dignes de compassion,
& tant il eſtoit ſensible à leur miſere.	et tant il était sensible à leur misère.
Cependant il avançoit touſjours:	Cependant il avançait toujours:
mais le bruit de ſa venuë l’ayant pourtant devancé;	mais le bruit de sa venue l’ayant pourtant devancé;
Aribée Gouverneur de Sinope, qui faiſoit tous ſes efforts, pour empeſcher que le feu ne gagnaſt la Tour,	Aribée Gouverneur de Sinope, qui faisait tous ses efforts, pour empêcher que le feu ne gagnât la Tour,
& qui occupoit en ce lieu, la meilleure partie de ce qui reſtoit de peuple	et qui occupait en ce lieu, la meilleure partie de ce qui restait de peuple
& de ſoldats dans la Ville;	et de soldats dans la Ville;
ne le sçeut pas pluſtost, qu’il ſe trouva dans une inquietude inconcevable;	ne le sut pas plutôt, qu’il se trouva dans une inquiétude inconcevable;
& dans une incertitude, qu’on ne sçauroit exprimer:	et dans une incertitude, qu’on ne saurait exprimer:
ne sçachant s’il devoit aller combattre, ou s’il devoit continuer de faire eſteindre ce feu.	ne sachant s’il devait aller combattre, ou s’il devait continuer de faire éteindre ce feu.
Car, diſoit il, que ſervira au Roy d’Aſſirie que je vainque, s’il eſt vaincu par les flames?	Car, disait-il, que servira au Roi d’Assyrie que je vainque, s’il est vaincu par les flammes?
Mais que me ſervira t’il auſſi à moy meſme d’eſteindre ce feu, adjouſtoit il, ſi je ſuis pris par Artamene?	Mais que me servira-t-il aussi à moi-même d’éteindre ce feu, ajoutait-il, si je suis pris par Artamène?
moy qui ſuis ſon plus grand ennemy;	moi qui suis son plus grand ennemi;
moy qui ay trahy le Roy mon Maiſtre;	moi qui ai trahi le Roi mon Maître;
moy qui ay ſervi à l’enlevement de la Princeſſe ſa Fille;	moi qui ai servi à l’enlèvement de la Princesse sa Fille;
& qui ay fait revolter ſes Peuples.	et qui ai fait révolter ses Peuples.
Ha!	Ha!
non non, combattons Artamene, qui eſt auſſi redoutable au Roy d’Aſſirie, que le feu	non non, combattons Artamène, qui est aussi redoutable au Roi d’Assyrie, que le feu
& que les flames:	et que les flammes:
& ſongeons à noſtre conſervation, en penſant à celle d’autruy.	et songeons à notre conservation, en pensant à celle d’autrui.
En diſant cela, il commanda à ceux qui eſteignoient le feu,	En disant cela, il commanda à ceux qui éteignaient le feu,
& qui par des machines dont ils ſe ſervoient, taſchoient de luy couper chemin, en abatant les maiſons voiſines, où il s’eſtoit attaché;	et qui par des machines dont ils se servaient, tâchaient de lui couper chemin, en abatant les maisons voisines, où il s’était attaché;
de prendre des armes s’ils en avoient;	de prendre des armes s’ils en avaient;
d’en aller chercher en diligence s’ils n’en avoient point;	d’en aller chercher en diligence s’ils n’en avaient point;
ou de s’en faire de tout ce qu’ils rencontreroient;	ou de s’en faire de tout ce qu’ils rencontreraient;
& meſme du feu	et même du feu
& des flames;	et des flammes;
pluſtost que de ne le ſecourir pas.	plutôt que de ne le secourir pas.
Apres donc qu’Artamene eut traverſé une partie de cette Ville embrazée;	Après donc qu’Artamène eut traversé une partie de cette Ville embrasée;
& qu’ayant marché tout le long du Port, il fut arrivé proche de la Tour;	et qu’ayant marché tout le long du Port, il fut arrivé proche de la Tour;
il fut bien ſurpris de voir que perſonne ne travailloit plus pour eſteindre le feu,	il fut bien surpris de voir que personne ne travaillait plus pour éteindre le feu,
& qu’Aribée s’avançoit pour le combattre.	et qu’Aribée s’avançait pour le combattre.
Quoy, s’écria-t’il, je viens pour eſteindre ces flames,	Quoi, s’écria-t-il, je viens pour éteindre ces flammes,
& ce ſera moy qui empeſcheray qu’on ne les eſtéigne?	et ce sera moi qui empêcherai qu’on ne les éteigne?
Ha!	Ha!
non non, mes Compagnons, il ne le faut pas.	non non, mes Compagnons, il ne le faut pas.
En diſant cela, il commanda à une partie de ſiens, de ſonger à faire ce que les autres ne faiſoient plus;	En disant cela, il commanda à une partie de siens, de songer à faire ce que les autres ne faisaient plus;
pendant qu’il combatroit ceux qui ſembloient en avoir envie.	pendant qu’il combattrait ceux qui semblaient en avoir envie.
Comme il eſtoit en cét eſtat,	Comme il était en cet état,
& qu’il s’avançoit vers le gros, à la teſte duquel eſtoit Aribée;	et qu’il s’avançait vers le gros, à la tête duquel était Aribée;
il leva les yeux vers le haut de la Tour:	il leva les yeux vers le haut de la Tour:
& y reconnut le Roy d’Aſſirie:	et y reconnut le Roi d’Assyrie:
qui par une action toute deſesperée, ſembloit n’avoir autre deſſein, que de choiſir s’il ſe jetteroit dans les flames ou dans la Mer.	qui par une action toute désespérée, semblait n’avoir autre dessein, que de choisir s’il se jetterait dans les flammes ou dans la Mer.
Cette veuë ayant encore confirmé Artamene, dans la croyance que ſa Maiſtresse n’eſtoit pas morte;	Cette vue ayant encore confirmé Artamène, dans la croyance que sa Maîtresse n’était pas morte;
il redoubla les commandemens qu’il avoit deſja faits, d’eſteindre ce feu;	il redoubla les commandements qu’il avait déjà faits, d’éteindre ce feu;
& marcha teſte baiſſée vers ſes Ennemis, qui venoient à luy, avec aſſez de reſolution.	et marcha tête baissée vers ses Ennemis, qui venaient à lui, avec assez de résolution.
Comme il fut proche d’eux,	Comme il fut proche d’eux,
& qu’il reconnut diſtinctement qui eſtoit leur Chef;	et qu’il reconnut distinctement qui était leur Chef;
Aribée, luy cria t’il, je ne viens pas aujourd’huy pour te combatre,	Aribée, lui cria-t-il, je ne viens pas aujourd’hui pour te combattre,
& pour te punir:	et pour te punir:
& il ne tiendra qu’à toy, que je n’obtienne ton pardon du Roy des Medes, ſi tu veux mettre les armes bas;	et il ne tiendra qu’à toi, que je n’obtienne ton pardon du Roi des Mèdes, si tu veux mettre les armes bas;
& m’ayder à, ſauver ta Princeſſe	et m’aider à, sauver ta Princesse
& la mienne.	et la mienne.
Mais Aribée, qui croyoit ſon crime trop grand, pour luy pouvoir eſtre jamais pardonné;	Mais Aribée, qui croyait son crime trop grand, pour lui pouvoir être jamais pardonné;
& qui de plus, avoit appris une choſe, qu’Artamene ignoroit encore;	et qui de plus, avait appris une chose, qu’Artamène ignorait encore;
au lieu de luy reſpondre, s’eſlança vers luy l’eſpée haute,	au lieu de lui répondre, s’élança vers lui l’épée haute,
& commença un combat au milieu des feux	et commença un combat au milieu des feux
& des flames;	et des flammes;
qui n’eſtoit pas moins redoutable, par ce qui tomboit d’enhaut, que pour les coups qui partoient de la main d’un Ennemy invincible;	qui n’était pas moins redoutable, par ce qui tombait d’en haut, que pour les coups qui partaient de la main d’un Ennemi invincible;
que l’Amour, la Haine,	que l’Amour, la Haine,
& la Vangeance, rendoient encore plus vaillant qu’à l’accouſtumée;	et la Vengeance, rendaient encore plus vaillant qu’à l’accoutumée;
quoy qu’il fuſt toujours le plus vaillant homme du monde.	quoiqu’il fût toujours le plus vaillant homme du monde.
Hidaſpe, Artucas, Chriſante, Aglatidas,	Hidaspe, Artucas, Chrysante, Aglatidas,
& Araſpe;	et Araspe;
ſe rangerent aupres d’Artamene:	se rangèrent auprès d’Artamène:
car pour Feraulas, ce fut luy qui eut ordre de faire continuer d’eſteindre le feu.	car pour Phéraulas, ce fut lui qui eut ordre de faire continuer d’éteindre le feu.
Ainſi le Roy d’Aſſirie voyoit tout à la fois, travailler à ſon ſalut	Ainsi le Roi d’Assyrie voyait tout à la fois, travailler à son salut
& à ſa perte;	et à sa perte;
vouloir ſauver ſa vie,	vouloir sauver sa vie,
& vaincre celuy qui l’avoit ſervi.	et vaincre celui qui l’avait servi.
Encore (diſoit Artamene en luy meſme,	Encore (disait Artamène en lui-même,
& en jettant les yeux vers le haut de la Tour, où il voyoit touſjours ſon Rival) ſi ma Princeſſe regardoit ce que je fais pour la ſauver, je ſerois bien moins malheureux:	et en jetant les yeux vers le haut de la Tour, où il voyait toujours son Rival) si ma Princesse regardait ce que je fais pour la sauver, je serais bien moins malheureux:
& ſi j’eſtois aſſeuré qu’elle viſt ma mort, ou ma victoire, je n’aurois preſque rien à deſirer.	et si j’étais assuré qu’elle vît ma mort, ou ma victoire, je n’aurais presque rien à désirer.
Cependant la meſlée ſe commence,	Cependant la mêlée se commence,
& ſe continuë fort chaudement:	et se continue fort chaudement:
& ſans qu’Artamene ceſſe de fraper, il ne laiſſe pas d’avoir ſoin de voir ſi Feraulas fait bien executer ſes ordres.	et sans qu’Artamène cesse de frapper, il ne laisse pas d’avoir soin de voir si Phéraulas fait bien exécuter ses ordres.
Enfin dans cette confuſion, il s’attache en un combat particulier contre Aribée, qui fut dangereux	Enfin dans cette confusion, il s’attache en un combat particulier contre Aribée, qui fut dangereux
& opiniaſtré:	et opiniâtré:
car quoy que ce traiſtre euſt en teſte le plus redoutable des hommes, le deſespoir faiſoit en luy, ce que la valeur n’auroit pû faire en un autre.	car quoique ce traître eût en tête le plus redoutable des hommes, le désespoir faisait en lui, ce que la valeur n’aurait pu faire en un autre.
Neantmoins comme au contraire, Artamene combatoit alors avec eſpoir;	Néanmoins comme au contraire, Artamène combattait alors avec espoir;
& qu’il eſtoit perſuadé, qu’il n’y avoit plus que quelques murailles entre ſa Princeſſe	et qu’il était persuadé, qu’il n’y avait plus que quelques murailles entre sa Princesse
& luy;	et lui;
il fit des choſes prodigieuſes.	il fit des choses prodigieuses.
Il tua tout ce qui s’oppoſa à ſon paſſage;	Il tua tout ce qui s’opposa à son passage;
& bleſſa Aribée en tant de lieux, qu’enfin il ſe ſeroit ſans doute reſolu de ſe rendre;	et blessa Aribée en tant de lieux, qu’enfin il se serait sans doute résolu de se rendre;
ſi tout d’un coup une maiſon enflamée ne fuſt tombée ſi prés du lieu où ils combatoient, qu’Aribée en fut enſeveli ſous ſes ruines:	si tout d’un coup une maison enflammée ne fût tombée si près du lieu où ils combattaient, qu’Aribée en fut enseveli sous ses ruines:
& l’on creut qu’il avoit peri par le fer	et l’on crut qu’il avait péri par le fer
& par le feu, pour expier une rebellion criminelle, qui meritoit tous les deux enſemble.	et par le feu, pour expier une rébellion criminelle, qui méritait tous les deux ensemble.
Artamene qui n’avoit pû eſtre bleſſé par ſon Ennemy, penſa eſtre accablé en cette rencontre,	Artamène qui n’avait pu être blessé par son Ennemi, pensa être accablé en cette rencontre,
& ſe vit tout couvert de flame;	et se vit tout couvert de flamme;
tout environné de charbons	tout environné de charbons
& de fumée:	et de fumée:
& s’il n’euſt mis ſon Bouclier ſur ſa teſte, il eſtoit infailliblement perdu.	et s’il n’eût mis son Bouclier sur sa tête, il était infailliblement perdu.
Toute ſa Cotte d’armes en fut à demy bruſlée:	Toute sa Cotte d’armes en fut à demi brûlée:
& peu s’en falut qu’il ne periſt en cette rencontre.	et peu s’en fallut qu’il ne pérît en cette rencontre.
La chutte de cette maiſon, fit qu’il s’eſleva en l’air une pouſſiere ſi eſpaisse:	La chute de cette maison, fit qu’il s’éleva en l’air une poussière si épaisse:
une fumée ſi noire;	une fumée si noire;
& une nuée d’eſtincelles ſi bruſlantes, que l’on fut quelque temps ſans pouvoir rien voir de tout ce qui ſe paſſoit en ce lieu là.	et une nuée d’étincelles si brûlantes, que l’on fut quelque temps sans pouvoir rien voir de tout ce qui se passait en ce lieu là.
Ce qui ſurprit Artamene en cette occaſion, fut que lors que cette maiſon embrazée tomba, Aribée, qui à ce qu’on pouvoit juger par ſon action, avoit eu deſſein de ſe rendre, s’eſtoit reculé de quatre ou cinq pas:	Ce qui surprit Artamène en cette occasion, fut que lorsque cette maison embrasée tomba, Aribée, qui à ce qu’on pouvait juger par son action, avait eu dessein de se rendre, s’était reculé de quatre ou cinq pas:
ſi bien que par là, il ſembloit eſtre allé au devant de ce qui le devoit accabler:	si bien que par là, il semblait être allé au devant de ce qui le devait accabler:
& par un miracle de la Fortune, Artamene, qui le touchoit de la pointe de ſon eſpée, ne ſe trouva pourtant point engagé ſous ces perilleuſes ruines.	et par un miracle de la Fortune, Artamène, qui le touchait de la pointe de son épée, ne se trouva pourtant point engagé sous ces périlleuses ruines.
Apres cét accident, tout ce qui le ſecondoit s’eſtonna	Après cet accident, tout ce qui le secondait s’étonna
& s’enfuit:	et s’enfuit:
& noſtre Heros faiſant crier;	et notre Héros faisant crier;
& leur criant luy meſme, qu’il venoit pour les ſervir,	et leur criant lui-même, qu’il venait pour les servir,
& qu’il ne vouloit point leur perte;	et qu’il ne voulait point leur perte;
les obligea enfin à jetter leurs armes;	les obligea enfin à jeter leurs armes;
& à ſe fier en la parole d’un Vainqueur, qu’ils avoient autre-fois tant aymé.	et à se fier en la parole d’un Vainqueur, qu’ils avaient autrefois tant aimé.
Ainſi en fort de peu temps, tout le monde ſe trouva d’un meſme Parti:	Ainsi en fort de peu temps, tout le monde se trouva d’un même Parti:
& Artamene encourageant les ſiens,	et Artamène encourageant les siens,
& leur monſtrant par ſon exemple, ce qu’il faloit faire pour eſteindre le feu;	et leur montrant par son exemple, ce qu’il fallait faire pour éteindre le feu;
ce Peuple fut ravi de voir de charitables Ennemis.	ce Peuple fut ravi de voir de charitables Ennemis.
Ils abatirent des maiſons avec des Beliers:	Ils abattirent des maisons avec des Béliers:
ils employerent leurs Boucliers à jetter de l’eau, ſur tout ce qui tomboit d’enflamé, de peur que cela n’embrazaſt ce qui ne l’eſtoit pas encore;	ils employèrent leurs Boucliers à jeter de l’eau, sur tout ce qui tombait d’enflammé, de peur que cela n’embrasât ce qui ne l’était pas encore;
& enfin ils n’oublierent rien, de tout ce qu’ils jugerent qui pouvoit ſervir.	et enfin ils n’oublièrent rien, de tout ce qu’ils jugèrent qui pouvait servir.
Tous les Chefs firent des miracles en cette journée:	Tous les Chefs firent des miracles en cette journée:
mais entre les autres, Aglatidas ſembloit avoir eu deſſein, de chercher pluſtost la mort que la victoire;	mais entre les autres, Aglatidas semblait avoir eu dessein, de chercher plutôt la mort que la victoire;
tant il s’eſtoit courageuſement expoſé à la fureur des flames,	tant il s’était courageusement exposé à la fureur des flammes,
& au deſespoir des Ennnemis.	et au désespoir des Ennnemis.
Cependant Artamene voyant que le feu commençoit de diminuër, ſe reſjoüiſſoit en luy meſme, dans l’eſperance qu’il avoit, de revoir bien toſt ſa chere Princeſſe.	Cependant Artamène voyant que le feu commençait de diminuer, se réjouissait en lui-même, dans l’espérance qu’il avait, de revoir bientôt sa chère Princesse.
Elle eſt, diſoit-il en ſon cœur, dans cette Tour:	Elle est, disait-il en son cœur, dans cette Tour:
& ſi je ne ſuis le plus malheureux des hommes, je verray dans quelques moments, cette adorable perſonne:	et si je ne suis le plus malheureux des hommes, je verrai dans quelques moments, cette adorable personne:
& j’entendray peut-eſtre ſa belle bouche, m’appeller ſon Liberateur.	et j’entendrai peut-être sa belle bouche, m’appeler son Libérateur.
Enfin, diſoit il encore, je verray bien toſt l’objet de ma haine	Enfin, disait-il encore, je verrai bientôt l’objet de ma haine
& de mon amour.	et de mon amour.
En effet, le feu ayant eſté eſteint de ce coſté là;	En effet, le feu ayant été éteint de ce côté-là;
& eſtant arrivé à la porte de la Tour, qui commençoit deſja de s’embrazer, il envoya s’aſſeurer de toutes les portes de la Ville;	et étant arrivé à la porte de la Tour, qui commençait déjà de s’embraser, il envoya s’assurer de toutes les portes de la Ville;
mais comme il voulut faire enfoncer celle de cette Tour, ne sçachant s’il n’y trouveroit point encore quelque reſistance;	mais comme il voulut faire enfoncer celle de cette Tour, ne sachant s’il n’y trouverait point encore quelque résistance;
il vit un homme de fort bonne mine qui la luy ouvrit;	il vit un homme de fort bonne mine qui la lui ouvrit;
& qui au lieu de luy en diſputer l’entrée, comme il euſt fait, s’il ne l’euſt pas reconnu auparavant du haut des creneaux;	et qui au lieu de lui en disputer l’entrée, comme il eût fait, s’il ne l’eût pas reconnu auparavant du haut des créneaux;
luy dit avec beaucoup de reſpect, Seigneur, ſi le Nom de Thraſibule n’eſt pas ſorti de voſtre mémoire, accordez luy la grace d’employer voſtre authorité, pour empeſcher la perte d’une illuſtre Perſonne, que le deſespoir va ſans doute faire perir, ſur le haut de cette Tour, ſi vous ne m’aydez à la ſecourir promptement.	lui dit avec beaucoup de respect, Seigneur, si le Nom de Thrasibule n’est pas sorti de votre mémoire, accordez lui la grâce d’employer votre autorité, pour empêcher la perte d’une illustre Personne, que le désespoir va sans doute faire périr, sur le haut de cette Tour, si vous ne m’aidez à la secourir promptement.
Artamene, qui creut que c’eſtoit ſa Princeſſe, qui eſtoit en cette extremité, ne s’amuſa pas à faire un long compliment, au genereux Thraſibule, qu’il reconnut d’abord à la voix;	Artamène, qui crut que c’était sa Princesse, qui était en cette extrémité, ne s’amusa pas à faire un long compliment, au généreux Thrasibule, qu’il reconnut d’abord à la voix;
Allons mon ancien vainqueur (dit il à ce fameux Pirate qui n’avoit point déguiſé ſon veritable Nom, parce qu’eſtant fort commun parmi les Grecs, il ne pouvoit pas le faire reconnoiſtre) allons ſecourir cette perſonne illuſtre:	Allons mon ancien vainqueur (dit-il à ce fameux Pirate qui n’avait point déguisé son véritable Nom, parce qu’étant fort commun parmi les Grecs, il ne pouvait pas le faire reconnaître) allons secourir cette personne illustre:
& en diſant ces paroles avec aſſez de precipitation;	et en disant ces paroles avec assez de précipitation;
il monta l’eſcalier, ſuivi de grand nombre des ſiens;	il monta l’escalier, suivi de grand nombre des siens;
mais particulierement d’Hidaſpe;	mais particulièrement d’Hidaspe;
de Chriſante;	de Chrysante;
d’Aglatidas;	d’Aglatidas;
de Thraſibule,	de Thrasibule,
& de Feraulas:	et de Phéraulas:
& tous, excepté Thraſibule, eſtoient eſtonnez de ne rencontrer point de Soldats dans cette Tour,	et tous, excepté Thrasibule, étaient étonnés de ne rencontrer point de Soldats dans cette Tour,
& de n’en voir point dans le reſte du Chaſteau.	et de n’en voir point dans le reste du Château.
Araſpe par les ordres d’Artamene, demeura à la porte avec ſes compagnons, afin de ne s’expoſer pas mal à propos à quelque ſurprise.	Araspe par les ordres d’Artamène, demeura à la porte avec ses compagnons, afin de ne s’exposer pas mal à propos à quelque surprise.
Ce Prince donc impatient de revoir ſa Maiſtresse, marche le premier;	Ce Prince donc impatient de revoir sa Maîtresse, marche le premier;
& devançant les autres d’aſſez loing, arrive au haut de cette Tour.	et devançant les autres d’assez loin, arrive au haut de cette Tour.
Mais helas, quel deſplaisir,	Mais hélas, quel déplaisir,
& quel eſtonnement fut le ſien!	et quel étonnement fut le sien!
lors qu’au lieu d’y voir ſa Princeſſe, il n’y vit que le Roy d’Aſſirie;	lors qu’au lieu d’y voir sa Princesse, il n’y vit que le Roi d’Assyrie;
c’eſt à dire le raviſſeur de Mandane, ſon Rival	c’est-à-dire le ravisseur de Mandane, son Rival
& ſon Ennemi:	et son Ennemi:
mais un Ennemi ſans armes,	mais un Ennemi sans armes,
& accablé de douleur.	et accablé de douleur.
Artamene ſe tourna alors vers Thraſibule, comme pour luy demander, ſi c’eſtoit là cette illuſtre perſonne, dont il luy avoit voulu parler;	Artamène se tourna alors vers Thrasibule, comme pour lui demander, si c’était là cette illustre personne, dont il lui avait voulu parler;
& voyant que tous ceux qui l’avoient ſuivi, vouloient auſſi eſtre ſur le haut de cette Tour;	et voyant que tous ceux qui l’avaient suivi, voulaient aussi être sur le haut de cette Tour;
& prevoyant que ſa converſation avec le Roy d’Aſſirie, ne ſeroit pas d’un ſtile à eſtre eſcoutée de tant de monde;	et prévoyant que sa conversation avec le Roi d’Assyrie, ne serait pas d’un style à être écoutée de tant de monde;
il leur fit ſigne qu’ils ſe retiraſſent, ſe preparant à demander où eſtoit ſa Princeſſe;	il leur fit signe qu’ils se retirassent, se préparant à demander où était sa Princesse;
croyant encore qu’elle pouvoit eſtre dans un Apartement plus bas, ou en quelque autre lieu du Chaſteau.	croyant encore qu’elle pouvait être dans un Appartement plus bas, ou en quelque autre lieu du Château.
Mais il fut bien ſurpris d’entendre que le Roy d’Aſſirie luy dit;	Mais il fut bien surpris d’entendre que le Roi d’Assyrie lui dit;
Tu vois, Artamene, tu vois un Prince bien plus malheureux que toy;	Tu vois, Artamène, tu vois un Prince bien plus malheureux que toi;
puis qu’il eſt la cauſe de ſon malheur	puisqu’il est la cause de son malheur
& du tien.	et du tien.
Mais tu peux voir en meſme temps (adjouſta t’il, en luy monſtrant une Galere qui paroiſſoit en Mer,	Mais tu peux voir en même temps (ajouta-t-il, en lui montrant une Galère qui paraissait en Mer,
& qui n’eſtoit pas encore fort eſloignée, parce qu’elle avoit le vent contraire) un autre raviſſeur de noſtre Princeſſe, bien plus criminel que moy;	et qui n’était pas encore fort éloignée, parce qu’elle avait le vent contraire) un autre ravisseur de notre Princesse, bien plus criminel que moi;
puis qu’il m’avoit promis une amitié inviolable;	puisqu’il m’avait promis une amitié inviolable;
& que je ne t’avois jamais fait eſperer nulle part en mon affection.	et que je ne t’avais jamais fait espérer nulle part en mon affection.
Quoy (s’écria alors Artamene, en regardant cette Galere,	Quoi (s’écria alors Artamène, en regardant cette Galère,
& ne regardant plus ſon Ennemi;	et ne regardant plus son Ennemi;
(la Princeſſe n’eſt plus en tes mains?	(la Princesse n’est plus en tes mains?
Non, luy reſpondit le Roy d’Aſſirie en ſoupirant:	Non, lui répondit le Roi d’Assyrie en soupirant:
le Prince Mazare, le plus infidelle de tous les hommes me l’enleve;	le Prince Mazare, le plus infidèle de tous les hommes me l’enlève;
& t’oſte le plus doux fruit de ta victoire.	et t’ôte le plus doux fruit de ta victoire.
Mais puis que tu ne peux ſatisfaire ton amour, par la veuë de ta Princeſſe;	Mais puisque tu ne peux satisfaire ton amour, par la vue de ta Princesse;
ſatisfaits du moins ta haine, par la vangeance que tu peux prendre de ton Rival.	satisfais du moins ta haine, par la vengeance que tu peux prendre de ton Rival.
Tu vois que je ne ſuis pas en eſtat de t’en empeſcher;	Tu vois que je ne suis pas en état de t’en empêcher;
& ſi j’avois pû ne ſuivre pas des yeux cette Galere, tant qu’elle paroiſtra le long de cette côſte;	et si j’avais pu ne suivre pas des yeux cette Galère, tant qu’elle paraîtra le long de cette côte;
il y auroit deſja long temps que je me ſerois jetté dans la Mer ou dans les flames, pour achever mes mal-heurs,	il y aurait déjà longtemps que je me serais jeté dans la Mer ou dans les flammes, pour achever mes malheurs,
& pour ne tomber pas entre les mains de mon Ennemi.	et pour ne tomber pas entre les mains de mon Ennemi.
Les Ennemis d’Artamene (luy reſpondit ce genereux affligé) n’ont rien à craindre de luy, que lors qu’ils ont les armes à la main:	Les Ennemis d’Artamène (lui répondit ce généreux affligé) n’ont rien à craindre de lui, que lorsqu’ils ont les armes à la main:
& l’eſtat où je te voy, te met à couvert de ma haine,	et l’état où je te vois, te met à couvert de ma haine,
& de mon reſſentiment.	et de mon ressentiment.
A ces mots, Artamene ſe ſentit ſi accablé de douleur, que jamais perſonne ne le fut davantage:	À ces mots, Artamène se sentit si accablé de douleur, que jamais personne ne le fut davantage:
il voyoit ſa Maiſtresse une ſeconde fois enlevée,	il voyait sa Maîtresse une seconde fois enlevée,
& ne pouvoit la ſuivre ny la ſecourir:	et ne pouvait la suivre ni la secourir:
puis que tous les vaiſſeaux	puisque tous les vaisseaux
& toutes les Galeres, qui eſtoient dans le Port, ayant peri par les flames, il n’eſtoit pas en ſa puiſſance de ſuivre ce dernier raviſſeur pour le punir.	et toutes les Galères, qui étaient dans le Port, ayant péri par les flammes, il n’était pas en sa puissance de suivre ce dernier ravisseur pour le punir.
Il voyoit d’autre coſté ſon premier Rival en ſon pouvoir:	Il voyait d’autre côté son premier Rival en son pouvoir:
mais il le voyoit ſeul	mais il le voyait seul
& ſans armes;	et sans armes;
& ſans autre deſſein que celuy de ſonger à mourir.	et sans autre dessein que celui de songer à mourir.
En ce pitoyable eſtat, deſesperé qu’il eſtoit, par une affliction ſans égale, comme ſans remede;	En ce pitoyable état, désespéré qu’il était, par une affliction sans égale, comme sans remède;
il y avoit des momens où ſa generoſité n’eſtoit aſſez forte, pour l’empeſcher de penſer à ſatisfaire en quelque façon ſa vangeance, par la perte de ſon Rival:	il y avait des moments où sa générosité n’était assez forte, pour l’empêcher de penser à satisfaire en quelque façon sa vengeance, par la perte de son Rival:
il y en avoit d’autres auſſi, où il n’en vouloit qu’à ſa propre vie:	il y en avait d’autres aussi, où il n’en voulait qu’à sa propre vie:
& dans cette cruelle incertitude de ſentimens, ne sçachant ce qu’il devoit faire, ny meſme ce qu’il vouloit faire;	et dans cette cruelle incertitude de sentiments, ne sachant ce qu’il devait faire, ni même ce qu’il voulait faire;
il entendit le Roy d’Aſſirie qui luy cria, Tu vois, Artamene, tu vois que la Fortune te favoriſe en toutes choſes:	il entendit le Roi d’Assyrie qui lui cria, Tu vois, Artamène, tu vois que la Fortune te favorise en toutes choses:
que le vent s’eſtant renforcé, repouſſe cette Galere vers le rivage:	que le vent s’étant renforcé, repousse cette Galère vers le rivage:
& que peut-eſtre bien toſt, tu reverras ta Princeſſe.	et que peut-être bientôt, tu reverras ta Princesse.
Artamene regardant alors vers la Mer, vit effectivement que par la violence d’un vent contraire, cette Galere c’eſtoit ſi fort raprochée, que l’on pouvoit facilement diſtinguer des Femmes, qui paroiſſoient ſur la Poupe:	Artamène regardant alors vers la Mer, vit effectivement que par la violence d’un vent contraire, cette Galère c’était si fort rapprochée, que l’on pouvait facilement distinguer des Femmes, qui paraissaient sur la Poupe:
& remarquer en meſme temps, qu’avec un prodigieux	et remarquer en même temps, qu’avec un prodigieux
